,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2018-01-26,4.82,4.84,4.77,4.81,4.52686989185,21352809,0.0000,1.0,4.5655,4.5630,46.3876,44.9198,53.0534,0.0102,-0.0020,0.0082,13.0140,-48.0881,65.0000,10.0000,4.4241,4.7068,4.5655,1353436196.0550,-885408431.0000
2018-01-25,4.89,4.89,4.76,4.8,4.51745851993,23514102,0.0000,1.0,4.5617,4.5668,45.8621,53.6344,50.4258,0.0107,0.0027,0.0134,13.0801,-29.6853,70.0000,15.0000,4.4126,4.7107,4.5617,1350385794.7684,-906761240.0000
2018-01-24,4.9,4.93,4.88,4.91,4.62098361101,12963777,0.0000,1.0,4.5608,4.5720,51.0953,60.6061,40.9428,0.0100,0.0108,0.0208,13.1496,66.4264,75.0000,20.0000,4.4104,4.7111,4.5608,1359429680.1548,-883247138.0000
2018-01-23,4.9,4.93,4.9,4.92,4.63039498293,6856661,0.0000,1.0,4.5546,4.5668,51.6038,37.0370,32.6631,0.0073,0.0121,0.0194,13.8208,82.7126,80.0000,25.0000,4.4046,4.7047,4.5546,1356836924.7592,-870283361.0000
2018-01-22,4.89,4.92,4.85,4.9,4.6115722391,16071223,0.0000,1.0,4.5485,4.5601,50.6710,25.1852,40.9468,0.0043,0.0121,0.0164,14.4096,63.1072,85.0000,0.0000,4.4014,4.6957,4.5485,1354551371.0942,-877140022.0000
2018-01-19,4.9,4.91,4.83,4.84,4.5551040076,12564644,0.0000,1.0,4.5353,4.5547,47.8037,35.7672,58.3663,0.0013,0.0129,0.0142,15.0843,41.2816,90.0000,5.0000,4.3674,4.7033,4.5353,1347663704.0935,-893211245.0000
2018-01-18,4.87,4.91,4.82,4.84,4.5551040076,16379317,0.0000,1.0,4.5273,4.5547,47.8037,61.8881,66.3569,-0.0020,0.0190,0.0170,15.8476,43.2900,95.0000,10.0000,4.3490,4.7057,4.5273,1357087187.0922,-893211245.0000
2018-01-17,4.97,5.0,4.94,4.95,4.65862909868,10801709,0.0000,1.0,4.5203,4.5546,52.8904,77.4436,60.8273,-0.0067,0.0270,0.0203,16.6512,136.9295,100.0000,0.0000,4.3358,4.7047,4.5203,1366186807.6482,-876831928.0000
2018-01-16,4.97,4.98,4.92,4.96,4.6680404706,12399913,0.0000,1.0,4.5043,4.5437,53.3809,59.7391,52.2289,-0.0135,0.0271,0.0136,16.8343,143.3603,100.0000,5.0000,4.3152,4.6934,4.5043,1373387946.9803,-866030219.0000
2018-01-12,4.85,4.88,4.82,4.87,4.58333812335,7052692,0.0000,1.0,4.4878,4.5306,49.3656,45.2991,56.2271,-0.0202,0.0242,0.0040,17.1194,77.7457,75.0000,10.0000,4.3013,4.6744,4.4878,1369254642.6455,-878430132.0000
2018-01-11,4.82,4.83,4.8,4.82,4.53628126377,9882335,0.0000,1.0,4.4789,4.5250,46.9542,51.6484,71.0216,-0.0263,0.0266,0.0003,17.9150,51.7423,80.0000,0.0000,4.2944,4.6634,4.4789,1364552847.9796,-885482824.0000
2018-01-10,4.83,4.86,4.79,4.85,4.56451537952,16296896,0.0000,1.0,4.4662,4.5239,48.2643,71.7338,84.3980,-0.0329,0.0333,0.0003,18.6892,71.7527,85.0000,5.0000,4.2650,4.6674,4.4662,1361258736.3083,-875600489.0000
2018-01-09,4.89,4.91,4.87,4.9,4.6115722391,8067971,0.0000,1.0,4.4535,4.5196,50.4952,89.6825,92.9312,-0.0413,0.0388,-0.0025,19.5041,125.8405,90.0000,10.0000,4.2467,4.6602,4.4535,1349618096.3055,-859303593.0000
2018-01-08,4.87,4.89,4.86,4.88,4.59274949527,10337377,0.0000,1.0,4.4412,4.5099,49.6101,91.7778,92.3069,-0.0510,0.0401,-0.0108,20.2758,130.0301,95.0000,15.0000,4.2446,4.6378,4.4412,1345584110.8033,-867371564.0000
2018-01-05,4.87,4.92,4.84,4.92,4.63039498293,14411973,0.0000,1.0,4.4295,4.5012,51.3545,97.3333,80.7619,-0.0610,0.0416,-0.0194,21.1890,166.2056,100.0000,20.0000,4.2426,4.6163,4.4295,1342138318.4651,-857034187.0000
2018-01-04,4.88,4.91,4.86,4.89,4.60216086718,9894315,0.0000,1.0,4.4201,4.4876,50.1045,87.8095,57.8413,-0.0714,0.0374,-0.0340,22.1503,192.3717,100.0000,25.0000,4.2572,4.5829,4.4201,1327726345.4651,-871446160.0000
2018-01-03,4.79,4.83,4.78,4.83,4.54569263568,9007171,0.0000,1.0,4.4111,4.4755,47.5433,57.1429,36.4389,-0.0807,0.0316,-0.0491,23.0619,145.3475,100.0000,30.0000,4.2713,4.5510,4.4111,1325747482.4643,-881340475.0000
2018-01-02,4.72,4.78,4.68,4.76,4.47981303227,11234451,0.0000,1.0,4.4069,4.4681,44.3790,28.5714,33.9545,-0.0886,0.0266,-0.0620,24.1508,66.2130,0.0000,35.0000,4.2790,4.5348,4.4069,1316740311.4643,-890347646.0000
2017-12-29,4.69,4.7,4.66,4.66,4.3856993131,10836571,0.0000,1.0,4.4158,4.4669,39.4194,23.6025,48.1021,-0.0953,0.0245,-0.0709,25.0435,-23.3769,0.0000,40.0000,4.2495,4.5821,4.4158,1309999640.8633,-901582097.0000
2017-12-28,4.7,4.73,4.69,4.71,4.43275617268,9542033,0.0000,1.0,4.4323,4.4754,41.1628,49.6894,66.9941,-0.1014,0.0299,-0.0715,25.5486,-2.4301,5.0000,45.0000,4.2218,4.6428,4.4323,1320836211.8633,-890745526.0000
2017-12-27,4.72,4.76,4.7,4.73,4.45157891652,11006677,0.0000,1.0,4.4469,4.4799,41.8664,71.0145,71.7206,-0.1089,0.0328,-0.0761,26.2058,1.5848,0.0000,50.0000,4.2008,4.6929,4.4469,1320836211.8658,-881203493.0000
2017-12-26,4.77,4.8,4.74,4.78,4.4986357761,7646398,0.0000,1.0,4.4619,4.4829,43.6380,80.2785,67.4532,-0.1171,0.0342,-0.0828,26.9389,17.6392,5.0000,55.0000,4.1821,4.7418,4.4619,1320836211.8658,-870196816.0000
2017-12-22,4.815,4.83,4.75,4.78,4.4986357761,7492329,0.0000,1.0,4.4728,4.4813,43.6380,63.8690,60.2533,-0.1256,0.0307,-0.0950,27.8743,16.1269,0.0000,60.0000,4.1721,4.7734,4.4728,1318287412.5316,-870196816.0000
2017-12-21,4.695,4.83,4.69,4.79,4.50804714802,23144081,0.0000,1.0,4.4869,4.4794,43.9739,58.2121,60.5885,-0.1333,0.0242,-0.1091,28.8996,-0.1640,5.0000,65.0000,4.1575,4.8162,4.4869,1320160494.7814,-862704487.0000
2017-12-20,4.63,4.64,4.6,4.62,4.34805382544,11700593,0.0000,1.0,4.4991,4.4764,36.0212,58.6790,61.2903,-0.1394,0.0129,-0.1264,29.9789,-66.1029,10.0000,70.0000,4.1499,4.8483,4.4991,1310241602.9222,-885848568.0000
2017-12-19,4.72,4.73,4.66,4.67,4.39511068502,6292196,0.0000,1.0,4.5193,4.4899,37.5088,64.8746,61.3074,-0.1426,0.0121,-0.1305,30.1420,-45.2970,15.0000,75.0000,4.1607,4.8779,4.5193,1310241602.9191,-874147975.0000
2017-12-18,4.68,4.71,4.67,4.69,4.41393342885,8308993,0.0000,1.0,4.5353,4.4999,38.1069,60.3175,55.7510,-0.1456,0.0071,-0.1385,30.5212,-48.5753,20.0000,80.0000,4.1718,4.8989,4.5353,1314736028.6328,-867855779.0000
2017-12-15,4.64,4.6493,4.575,4.61,4.33864245352,19009599,0.0000,1.0,4.5471,4.5090,34.1151,58.7302,46.9518,-0.1474,-0.0013,-0.1487,30.8079,-82.4878,25.0000,85.0000,4.1848,4.9094,4.5471,1314736028.6328,-876164772.0000
2017-12-14,4.655,4.67,4.61,4.61,4.33864245352,7906830,0.0000,1.0,4.5617,4.5269,34.1151,48.2055,31.4413,-0.1471,-0.0048,-0.1519,30.7626,-85.3081,30.0000,90.0000,4.2109,4.9125,4.5617,1315836180.3908,-876164772.0000
2017-12-13,4.63,4.72,4.6207,4.68,4.40452205693,18893662,0.0000,1.0,4.5725,4.5467,35.9458,33.9197,17.9738,-0.1459,-0.0078,-0.1537,30.8219,-78.1604,35.0000,95.0000,4.2368,4.9082,4.5725,1323743010.3908,-868257942.0000
2017-12-12,4.56,4.57,4.51,4.55,4.28217422202,17256661,0.0000,1.0,4.5796,4.5617,29.2470,12.1988,9.9403,-0.1439,-0.0166,-0.1605,30.9166,-142.9382,40.0000,100.0000,4.2525,4.9066,4.5796,1320070828.3523,-887151604.0000
2017-12-11,4.6,4.62,4.57,4.58,4.31040833777,19692032,0.0000,1.0,4.5942,4.5911,29.9333,7.8028,7.3927,-0.1398,-0.0147,-0.1544,30.1247,-146.4635,45.0000,100.0000,4.2968,4.8916,4.5942,1314318608.0169,-869894943.0000
2017-12-08,4.63,4.65,4.61,4.64,4.36687656927,9519868,0.0000,1.0,4.6097,4.6206,31.3301,9.8191,6.3197,-0.1361,-0.0112,-0.1473,29.4405,-151.5486,50.0000,100.0000,4.3423,4.8771,4.6097,1326133827.2152,-850202911.0000
2017-12-07,4.69,4.72,4.62,4.63,4.35746519735,15909655,0.0000,1.0,4.6247,4.6474,30.8189,4.5560,6.6414,-0.1333,-0.0084,-0.1417,28.8233,-169.4435,55.0000,100.0000,4.3808,4.8687,4.6247,1321373893.2165,-859722779.0000
2017-12-06,4.7,4.7593,4.68,4.72,4.4421675446,10902099,0.0000,1.0,4.6445,4.6779,32.9136,4.5840,12.4840,-0.1312,-0.0005,-0.1317,28.1991,-157.3692,60.0000,100.0000,4.4279,4.8611,4.6445,1334101617.2185,-843813124.0000
2017-12-05,4.76,4.78,4.7,4.7,4.42334480077,14754102,0.0000,1.0,4.6600,4.7027,31.9370,10.7843,22.5102,-0.1311,0.0056,-0.1255,27.6958,-181.0804,0.0000,100.0000,4.4598,4.8603,4.6600,1334005381.7914,-854715223.0000
2017-12-04,4.79,4.8,4.73,4.74,4.46099028843,18383311,0.0000,1.0,4.6784,4.7321,32.8455,22.0837,32.3697,-0.1325,0.0186,-0.1139,27.2180,-185.1669,5.0000,100.0000,4.5024,4.8544,4.6784,1348759483.7914,-839961121.0000
2017-12-01,4.95,4.97,4.9,4.95,4.65862909868,11760079,0.0000,1.0,4.6892,4.7606,38.2760,34.6627,36.5874,-0.1371,0.0358,-0.1013,26.7919,-38.4738,10.0000,40.0000,4.5442,4.8343,4.6892,1361890420.2232,-821577810.0000
2017-11-30,4.98,5.05,4.97,5.01,4.71509733018,16616778,0.0000,1.0,4.6930,4.7713,40.0744,40.3626,41.6564,-0.1461,0.0423,-0.1038,26.8270,29.9689,15.0000,45.0000,4.5474,4.8386,4.6930,1356850386.3655,-809817731.0000
2017-11-29,5.03,5.04,4.96,5.02,4.7245087021,21255420,0.0000,1.0,4.6897,4.7773,40.3748,34.7370,49.5990,-0.1567,0.0454,-0.1113,27.0927,29.4339,20.0000,50.0000,4.5433,4.8361,4.6897,1356850386.3655,-793200953.0000
2017-11-28,5.01,5.07,5.0,5.05,4.75274281785,12832253,0.0000,1.0,4.6836,4.7828,41.2560,49.8696,67.7477,-0.1680,0.0478,-0.1202,27.3207,66.7482,25.0000,55.0000,4.5333,4.8338,4.6836,1346222676.3641,-771945533.0000
2017-11-27,5.01,5.05,5.0,5.01,4.71509733018,9255794,0.0000,1.0,4.6727,4.7860,39.5857,64.1903,80.6900,-0.1800,0.0473,-0.1327,27.6891,55.3167,30.0000,60.0000,4.5131,4.8324,4.6727,1340723139.3625,-784777786.0000
2017-11-24,5.1,5.1075,5.06,5.08,4.7809769336,3944707,0.0000,1.0,4.6680,4.7935,41.5498,89.1832,88.1764,-0.1918,0.0490,-0.1428,27.9805,121.9229,35.0000,0.0000,4.5081,4.8280,4.6680,1346276615.7617,-775521992.0000
2017-11-22,5.04,5.06,5.02,5.05,4.75274281785,7396462,0.0000,1.0,4.6530,4.7948,40.3447,88.6964,86.1374,-0.2040,0.0436,-0.1604,28.4729,98.6008,0.0000,5.0000,4.4821,4.8239,4.6530,1346899464.2346,-779466699.0000
2017-11-21,5.01,5.07,5.005,5.05,4.75274281785,15375605,0.0000,1.0,4.6998,4.7992,40.3447,86.6496,77.9454,-0.2149,0.0373,-0.1776,28.7709,25.7492,5.0000,10.0000,4.2169,5.1827,4.6998,1343201233.2327,-779466699.0000
2017-11-20,5.01,5.05,4.99,5.01,4.71509733018,17628406,0.0000,1.0,4.7440,4.8041,38.8270,83.0662,62.8858,-0.2243,0.0272,-0.1971,29.0846,-7.7598,0.0000,15.0000,4.1111,5.3770,4.7440,1337287539.0000,-794842304.0000
2017-11-17,4.95,4.97,4.91,4.94,4.64921772676,8117695,0.0000,1.0,4.7920,4.8134,36.1254,64.1204,40.9188,-0.2311,0.0159,-0.2152,29.3269,-36.2269,0.0000,20.0000,4.0406,5.5434,4.7920,1343163674.3354,-812470710.0000
2017-11-16,4.9,4.95,4.88,4.92,4.63039498293,14750077,0.0000,1.0,4.8457,4.8307,35.3504,41.4708,23.4627,-0.2350,0.0066,-0.2284,29.2252,-43.5776,5.0000,25.0000,3.9960,5.6954,4.8457,1343163674.3354,-820588405.0000
2017-11-15,4.85,4.89,4.82,4.84,4.5551040076,15281111,0.0000,1.0,4.8880,4.8518,32.2258,17.1652,14.2626,-0.2367,-0.0034,-0.2401,29.0275,-57.4262,10.0000,30.0000,4.0018,5.7743,4.8880,1341056520.4795,-835338482.0000
2017-11-14,4.83,4.84,4.79,4.83,4.54569263568,8623133,0.0000,1.0,4.9360,4.8831,31.8345,11.7521,19.0016,-0.2359,-0.0080,-0.2438,28.5478,-64.9580,15.0000,35.0000,4.0235,5.8485,4.9360,1347605568.0516,-850619593.0000
2017-11-13,4.85,4.89,4.84,4.86,4.57392675143,10543259,0.0000,1.0,4.9831,4.9186,32.3670,13.8703,31.0263,-0.2339,-0.0102,-0.2441,27.8125,-62.6804,20.0000,40.0000,4.0590,5.9072,4.9831,1342431688.2531,-841996460.0000
2017-11-10,4.91,4.95,4.88,4.91,4.62098361101,19810116,0.0000,1.0,5.0306,4.9548,33.2476,31.3824,49.1248,-0.2313,-0.0124,-0.2437,27.1323,-60.4352,25.0000,45.0000,4.0978,5.9634,5.0306,1344540340.0540,-831453201.0000
2017-11-09,4.93,4.97,4.92,4.96,4.6680404706,18512124,0.0000,1.0,5.0786,4.9900,34.1297,47.8261,62.8352,-0.2282,-0.0164,-0.2446,26.4918,-60.7921,30.0000,50.0000,4.1363,6.0209,5.0786,1347370356.6297,-811643085.0000
2017-11-08,5.01,5.05,5.0,5.05,4.75274281785,16215094,0.0000,1.0,5.1196,5.0239,35.7516,68.1659,75.4123,-0.2241,-0.0227,-0.2468,25.8926,-55.4856,35.0000,55.0000,4.1810,6.0581,5.1196,1336263082.2250,-793130961.0000
2017-11-07,4.95,5.08,4.945,5.05,4.75274281785,27925504,0.0000,1.0,5.1586,5.0524,35.7516,72.5137,80.4584,-0.2184,-0.0364,-0.2548,25.4146,-62.7239,40.0000,60.0000,4.2194,6.0978,5.1586,1320047988.2250,-793130961.0000
2017-11-06,5.03,5.14,5.03,5.09,4.79038830551,21454887,0.0000,1.0,5.1995,5.0840,36.4464,85.5572,77.0393,-0.2093,-0.0519,-0.2612,24.9114,-61.6500,45.0000,65.0000,4.2633,6.1358,5.1995,1304533819.3356,-765205457.0000
2017-11-03,4.98,4.98,4.91,4.97,4.67745184251,10048228,0.0000,1.0,5.2386,5.1149,32.7202,83.3043,58.7596,-0.1964,-0.0731,-0.2695,24.5423,-88.9678,50.0000,70.0000,4.3087,6.1685,5.2386,1302583375.0621,-786660344.0000
2017-11-02,4.99,5.03,4.97,5.03,4.73392007401,12914239,0.0000,1.0,5.2828,5.1609,33.6576,62.2564,34.1280,-0.1781,-0.0865,-0.2646,23.5181,-94.3958,55.0000,75.0000,4.3802,6.1855,5.2828,1295406069.3487,-776612116.0000
2017-11-01,4.92,5.0,4.91,4.94,4.64921772676,15602689,0.0000,1.0,5.3252,5.2059,30.8341,30.7179,15.3976,-0.1565,-0.1038,-0.2602,22.5393,-121.5956,60.0000,80.0000,4.4505,6.1999,5.3252,1282491830.3487,-789526355.0000
2017-10-31,4.89,4.9,4.85,4.89,4.60216086718,15207895,0.0000,1.0,5.3713,5.2644,29.2448,9.4098,15.4359,-0.1305,-0.1117,-0.2423,21.3873,-163.5462,65.0000,85.0000,4.5483,6.1943,5.3713,1287692726.6820,-805129044.0000
2017-10-30,4.83,4.87,4.8,4.82,4.53628126377,20413065,0.0000,1.0,5.4221,5.3342,27.0142,6.0651,28.1796,-0.1026,-0.1084,-0.2110,19.7616,-229.3097,70.0000,90.0000,4.6732,6.1711,5.4221,1278567989.6846,-820336939.0000
2017-10-27,4.99,5.0,4.82,4.91,4.62098361101,43810471,0.0000,1.0,5.4767,5.4182,28.0961,30.8328,50.2898,-0.0755,-0.0859,-0.1614,17.9242,-320.4485,75.0000,95.0000,4.8438,6.1096,5.4767,1287316446.1096,-799923874.0000
2017-10-26,4.92,5.0,4.75,4.76,4.47981303227,75364383,0.0000,1.0,5.5271,5.5021,23.2282,47.6409,65.3595,-0.0540,-0.0503,-0.1043,16.0141,-585.2464,80.0000,100.0000,5.0285,6.0256,5.5271,1287316446.1122,-843734345.0000
2017-10-25,6.0,6.05,5.95,6.045,5.68917432354,14077040,0.0000,1.0,5.5807,5.6097,51.7289,72.3958,70.1042,-0.0414,0.0259,-0.0156,14.0035,110.2283,85.0000,80.0000,5.4472,5.7142,5.5807,1356651678.4699,-768369962.0000
2017-10-24,6.01,6.02,5.97,5.99,5.637411778,5799053,0.0000,1.0,5.5729,5.6013,49.1942,76.0417,63.4491,-0.0479,0.0227,-0.0252,14.7086,97.2379,90.0000,85.0000,5.4478,5.6981,5.5729,1343982342.4704,-782447002.0000
2017-10-23,6.06,6.075,6.02,6.03,5.67505726567,7990811,0.0000,1.0,5.5696,5.5975,51.0461,61.8750,48.4722,-0.0536,0.0217,-0.0319,15.3616,175.7973,95.0000,90.0000,5.4480,5.6913,5.5696,1345142153.0709,-776647949.0000
2017-10-20,6.02,6.11,6.0,6.08,5.72211412525,18361407,0.0000,1.0,5.5649,5.5893,53.4349,52.4306,40.9336,-0.0590,0.0153,-0.0437,16.0414,231.0358,100.0000,95.0000,5.4531,5.6768,5.5649,1350227214.6152,-768657138.0000
2017-10-19,5.8,5.87,5.79,5.82,5.47741845542,6489768,0.0000,1.0,5.5612,5.5754,39.4333,31.1111,40.0000,-0.0629,-0.0002,-0.0630,16.7569,-135.6913,0.0000,100.0000,5.4671,5.6553,5.5612,1341881120.5246,-787018545.0000
2017-10-18,5.88,5.89,5.84,5.86,5.51506394308,4605802,0.0000,1.0,5.5720,5.5857,41.2460,39.2593,45.6790,-0.0628,0.0010,-0.0618,16.3984,-91.6608,0.0000,80.0000,5.4695,5.6745,5.5720,1343503562.5244,-780528777.0000
2017-10-17,5.85,5.86,5.8207,5.83,5.48682982734,6370915,0.0000,1.0,5.5871,5.5931,39.2565,49.6296,46.4815,-0.0631,-0.0002,-0.0632,16.2452,-121.6607,0.0000,85.0000,5.4426,5.7316,5.5871,1344424722.9248,-785134579.0000
2017-10-16,5.91,5.93,5.85,5.87,5.524475315,7181889,0.0000,1.0,5.6054,5.6043,41.0157,48.1481,40.7407,-0.0630,0.0018,-0.0612,15.8779,-71.7156,5.0000,90.0000,5.4272,5.7836,5.6054,1347780395.7083,-778763664.0000
2017-10-13,5.92,5.94,5.9,5.93,5.5809435465,10651744,0.0000,1.0,5.6214,5.6127,43.8135,41.6667,37.2982,-0.0635,0.0019,-0.0616,15.6181,-40.5642,10.0000,95.0000,5.4193,5.8235,5.6214,1351371340.2087,-771581775.0000
2017-10-12,5.82,5.86,5.79,5.83,5.48682982734,8778233,0.0000,1.0,5.6322,5.6160,37.0104,32.4074,36.4130,-0.0639,-0.0030,-0.0669,15.5682,-111.9121,15.0000,100.0000,5.4172,5.8473,5.6322,1346045468.2101,-782233519.0000
2017-10-11,5.89,5.89,5.85,5.88,5.53388668692,7702844,0.0000,1.0,5.6407,5.6296,39.2689,37.8205,36.7188,-0.0632,0.0000,-0.0632,14.9712,-89.8204,20.0000,50.0000,5.4361,5.8453,5.6407,1344791434.9225,-773455286.0000
2017-10-10,5.96,5.97,5.87,5.92,5.57153217458,13350960,0.0000,1.0,5.6473,5.6397,41.1786,39.0110,34.9151,-0.0632,0.0009,-0.0623,14.6024,-62.7057,25.0000,55.0000,5.4485,5.8461,5.6473,1340940012.9205,-765752442.0000
2017-10-09,5.93,5.95,5.91,5.92,5.57153217458,5546386,0.0000,1.0,5.6553,5.6469,41.1786,33.3250,38.1819,-0.0634,-0.0006,-0.0641,14.3039,-62.4052,30.0000,60.0000,5.4565,5.8541,5.6553,1340940012.9219,-765752442.0000
2017-10-06,5.89,5.92,5.87,5.91,5.56212080267,7151337,0.0000,1.0,5.6628,5.6548,40.5260,32.4093,48.9431,-0.0633,-0.0021,-0.0654,14.1713,-86.9858,35.0000,65.0000,5.4658,5.8598,5.6628,1343713205.9234,-771298828.0000
2017-10-05,5.91,5.95,5.9,5.93,5.5809435465,6410197,0.0000,1.0,5.6666,5.6646,41.3987,48.8114,65.3005,-0.0627,-0.0025,-0.0652,13.8360,-74.9731,40.0000,70.0000,5.4746,5.8585,5.6666,1339422403.7216,-764147491.0000
2017-10-04,5.93,5.9399,5.9,5.92,5.57153217458,7369799,0.0000,1.0,5.6788,5.6734,40.7931,65.6085,71.0839,-0.0621,-0.0038,-0.0659,13.6135,-84.0562,45.0000,75.0000,5.4792,5.8784,5.6788,1338140364.3210,-770557688.0000
2017-10-03,6.0,6.0,5.96,5.97,5.61858903417,6754455,0.0000,1.0,5.6901,5.6841,42.8989,81.4815,63.9247,-0.0612,-0.0037,-0.0649,13.3167,-51.5124,50.0000,80.0000,5.4905,5.8897,5.6901,1338121893.6486,-763187889.0000
2017-10-02,5.95,6.01,5.9337,5.98,5.62800040608,10977554,0.0000,1.0,5.6962,5.6910,43.3238,66.1616,42.8689,-0.0602,-0.0072,-0.0674,13.2604,-58.1318,0.0000,85.0000,5.4983,5.8942,5.6962,1341499121.1477,-756433434.0000
2017-09-29,5.91,6.0,5.8907,5.98,5.62800040608,9594693,0.0000,1.0,5.7075,5.6976,43.3238,44.1310,23.3843,-0.0584,-0.0123,-0.0707,13.2010,-76.9572,5.0000,90.0000,5.5009,5.9142,5.7075,1339153981.8271,-756433434.0000
2017-09-28,5.91,5.92,5.87,5.9,5.55270943075,7993011,0.0000,1.0,5.7169,5.7050,38.9584,18.3140,10.4770,-0.0553,-0.0184,-0.0738,13.0835,-127.3491,10.0000,95.0000,5.5085,5.9254,5.7169,1333070612.8906,-766028127.0000
2017-09-27,5.9,5.91,5.83,5.88,5.53388668692,12606127,0.0000,1.0,5.7301,5.7210,37.8210,7.7079,6.0268,-0.0507,-0.0183,-0.0690,12.5060,-163.4818,15.0000,100.0000,5.5318,5.9284,5.7301,1331472010.6899,-774021138.0000
2017-09-26,5.92,5.97,5.9,5.92,5.57153217458,12210842,0.0000,1.0,5.7452,5.7407,39.2092,5.4091,13.1579,-0.0462,-0.0138,-0.0600,11.8395,-146.5470,20.0000,100.0000,5.5637,5.9266,5.7452,1328320478.9403,-761415011.0000
2017-09-25,5.99,6.01,5.93,5.93,5.5809435465,10402354,0.0000,1.0,5.7588,5.7585,39.5540,4.9634,29.4845,-0.0427,-0.0087,-0.0514,11.3873,-147.5681,25.0000,100.0000,5.5911,5.9265,5.7588,1333553696.9419,-749204169.0000
2017-09-22,5.98,6.05,5.97,6.0,5.64682314992,14153836,0.0000,1.0,5.7720,5.7772,42.0107,29.1014,54.6499,-0.0405,-0.0002,-0.0407,11.0221,-125.4213,30.0000,100.0000,5.6218,5.9222,5.7720,1343956050.9419,-738801815.0000
2017-09-21,6.1,6.12,6.04,6.05,5.6938800095,16488950,0.0000,1.0,5.7795,5.7909,43.8592,54.3887,72.1679,-0.0405,0.0073,-0.0332,10.7866,-80.8866,35.0000,75.0000,5.6405,5.9186,5.7795,1347494509.9414,-724647979.0000
2017-09-20,6.24,6.24,6.1,6.18,5.81622784441,13618448,0.0000,1.0,5.7889,5.8011,49.2072,80.4598,74.4559,-0.0423,0.0144,-0.0279,10.8108,22.0959,40.0000,80.0000,5.6488,5.9290,5.7889,1359861222.4398,-708159029.0000
2017-09-19,6.25,6.26,6.2,6.22,5.85387333208,13113023,0.0000,1.0,5.7913,5.7995,51.0259,81.6552,60.4455,-0.0459,0.0128,-0.0331,11.0835,76.5942,45.0000,85.0000,5.6479,5.9347,5.7913,1357915729.8686,-694540581.0000
2017-09-18,6.22,6.26,6.18,6.21,5.84446196016,14686741,0.0000,1.0,5.7880,5.7938,50.5922,61.2529,41.9573,-0.0491,0.0059,-0.0432,11.5137,72.6147,50.0000,90.0000,5.6475,5.9285,5.7880,1362286737.5369,-707653604.0000
2017-09-15,6.19,6.22,6.15,6.16,5.79740510058,18842642,0.0000,1.0,5.7871,5.7884,48.4226,38.4286,31.4603,-0.0506,-0.0039,-0.0544,11.9664,30.5564,0.0000,95.0000,5.6479,5.9263,5.7871,1365958422.7878,-722340345.0000
2017-09-14,5.99,6.01,5.97,6.01,5.65623452183,7923322,0.0000,1.0,5.7913,5.7875,41.0444,26.1905,27.3484,-0.0496,-0.0136,-0.0632,12.5769,-172.4764,0.0000,100.0000,5.6461,5.9365,5.7913,1379417452.7862,-741182987.0000
2017-09-13,6.03,6.04,6.0,6.02,5.66564589375,7386750,0.0000,1.0,5.8078,5.8013,41.4196,29.7619,29.1524,-0.0462,-0.0129,-0.0591,12.1496,-175.1623,5.0000,85.0000,5.6531,5.9624,5.8078,1371494130.7862,-733259665.0000
2017-09-12,6.11,6.119,6.06,6.09,5.73152549716,14846414,0.0000,1.0,5.8223,5.8156,44.1010,26.0929,30.4487,-0.0430,-0.0110,-0.0540,11.8178,-112.2018,10.0000,90.0000,5.6690,5.9756,5.8223,1371494130.7862,-725872915.0000
2017-09-11,6.1,6.13,6.05,6.08,5.72211412525,11624804,0.0000,1.0,5.8336,5.8245,43.6055,31.6023,34.1542,-0.0402,-0.0132,-0.0534,11.7121,-125.0184,15.0000,95.0000,5.6756,5.9917,5.8336,1371242496.6537,-740719329.0000
